1.65898	4.28514	0
-3.45369	3.42432	3
4.83814	-1.15154	1
-5.37971	-3.3621	2
0.972564	2.92409	0
-3.56792	1.53161	3
0.450614	-3.30222	1
-3.48711	-1.72443	2
2.66876	1.59484	0
-3.15648	3.19114	3
3.16551	-3.99984	1
-2.78684	-3.09935	2
4.20819	2.98493	0
-2.12334	2.94337	3
0.704199	-0.479481	1
-0.39237	-3.9637	2
2.83167	1.57402	0
-0.790153	3.34314	3
2.9435	-3.35708	1
-3.19588	-2.28393	2
2.33644	2.87511	0
-1.78635	2.55425	3
2.1901	-1.90602	1
-3.40337	-2.77829	2
1.77812	3.88083	0
-1.68835	2.23027	3
2.59298	-2.05437	1
-4.00726	-3.20707	2
2.25773	3.38756	0
-2.67901	0.785119	3
0.939512	-4.02356	1
-3.67442	-2.26108	2
2.04626	2.73528	0
-3.18947	1.78027	3
4.37265	-0.822248	1
-2.57932	-3.49758	2
1.88903	5.1904	0
-0.798747	2.18559	3
2.83652	-2.65856	1
-3.83788	-3.25381	2
2.0967	3.88601	0
-2.70903	2.92389	3
3.36704	-3.18479	1
-2.12148	-4.23259	2
2.32955	3.17976	0
-3.28482	3.2731	3
3.09141	-3.81523	1
-3.76209	-2.43219	2
3.54206	2.77883	0
-1.73682	4.24104	3
2.12707	-2.98368	1
-4.32382	-3.93812	2
3.79212	5.13577	0
-4.78647	3.35855	3
2.62408	-3.26071	1
-4.0093	-2.97811	2
2.49352	1.96371	0
-2.51366	2.64216	3
1.86437	-3.17631	1
-3.17118	-3.57245	2
2.89422	2.48913	0
-2.56254	2.88444	3
3.49108	-3.94749	1
-2.56573	-2.01211	2
3.33295	3.9831	0
-1.61681	3.57319	3
2.28062	-2.55944	1
-2.65123	-3.1032	2
2.32139	3.15499	0
-1.6857	2.9397	3
3.03101	-3.62025	1
-4.59962	-2.18583	2
4.19622	1.12668	0
-2.13386	3.09369	3
4.66889	-2.5627	1
-2.79324	-2.14971	2
2.8841	3.04344	0
-2.96765	2.8487	3
4.47933	-1.76477	1
-4.90557	-2.91107	2
